Week,Phase,Phase Name,Movement Theme,Audience,Weekly Theme,Session Title,The Territory,Opening Question,Spiral Thread,Spiral Depth,Revisits Weeks,Week Type,S1 Welcome Wall Note,S2 Voices Callback Intro,S3 Ancient Wisdom (full text),"S3 Ancient Wisdom VO Script (10s, <=28 words)",S3 Video URL,S3 Captions URL,S4 In Today's World (full text),"S4 In Today's World VO Script (10s, <=28 words)",S4 Video URL,S4 Captions URL,S5 Today's Theme (write from transcript),S5 Source: Opening Hook (legacy),S5 Source: Core Concept (legacy),S6 Video URL,S6 Video Title/Description,S6 Video Transcript,S6 Reflective Question 1,S6 Reflective Question 2,S7 Private Write Prompt (90 sec),S7 Experiential Exercise,S8 Reflection Prompt,S9 Intention Prompt,S9 Practice (Mon),S9 Practice (Wed),S9 Practice (Sun),S10 Closing Quote,S10 Quote Attribution,S10 Core Affirmation,S11 Facilitator Prep Notes,S11 Watch For,S11 First Time Note,S11 Heavy Week Flag,S11 Post-Session Evaluation
40,4,Live It,Live It,Teen,From Self-Development to Service,Pointing the Torch Outward,What all this work is actually for,Who's better off because of the work you've done this year?,Purpose,2 of 3,"36, 49",Movement opener,,,There's an old idea: you cannot carry a torch for yourself alone. Light is most itself when it illuminates something. The work of this year has lit something in you. Phase 4 is pointing it outward.,There's an old idea: you cannot carry a torch for yourself alone. Light is most itself when it illuminates something.,,,You don't hoard the wifi password once you're connected — you share it; inner work is the same. Today: give one thing you've healed enough to offer someone else.,You don't hoard the wifi password once you're connected — you share it; inner work is the same.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

You've spent almost a year doing serious inner work — seeing yourself clearly, releasing old patterns, building something real. Phase 4 is the turn outward: taking what you've built and offering it to the people around you. Not because you should. Because you genuinely have something to give now.",What is one thing you've learned about yourself or life this year that you wish someone had told you earlier? Who around you could use that knowledge right now?,"You've spent almost a year doing serious inner work — seeing yourself clearly, releasing old patterns, building something real. Phase 4 is the turn outward: taking what you've built and offering it to the people around you. Not because you should. Because you genuinely have something to give now.",https://www.youtube.com/watch?v=lmyZMtPVodo,YouTube: Search 'teen service and wellbeing research' or 'why helping others makes you happier science' for accessible evidence-based content. Runtime ~10 min.,,,,Who's better off because of the work you've done this year?,"SERVICE INVENTORY: What has this year given you? List the insights, capacities, and qualities you've genuinely developed. For each: who in your life could benefit from this? What specific form would giving it take — a conversation, showing up differently, sharing something you've learned, being present in a new way? What is the smallest, most genuine act of service you could offer this week? Share: one thing you've grown that you want to give.",Write a note to someone in your life about something you've learned this year that you think would help them. You don't have to send it — but write it as if you will.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Do one thing today that gives something you've genuinely built this year to someone who could use it.,Tell one person about something from your inner work this year that you want to share. Then share it.,Bring back: what happened when you offered something outward? How did it feel to give from fullness rather than obligation?,,,"I have something real to give now. I turn toward others — freely, genuinely, from everything this year has built.","The turn to service can feel abstract for teens — make it immediate and specific. 'Who in your life needs what you've learned?' is the right question. Avoid framing this as volunteering or grand altruism — the most powerful service teens offer is presence, honesty, and willingness to share their genuine experience with peers.",,,,
41,4,Live It,Live It,Teen,Teaching What You've Learned,Learning by Giving It Away,Understanding something twice by explaining it to someone,What do you know now that you wish someone had told you?,Creativity and expression,2 of 3,"35, 42",Standard,,,"There's an old saying: to teach is to learn twice. When you put something into words for another person, you have to understand it well enough to make it clear to someone who doesn't yet. That process deepens your own understanding more than any amount of studying alone.",There's an old saying: to teach is to learn twice.,,,Explaining something to a ten-year-old is how you find out you actually understand it. Today: put one lesson into one plain sentence and pass it on.,Explaining something to a ten-year-old is how you find out you actually understand it. Today: put one lesson into one plain sentence and pass it on.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

The best way to test whether you actually understand something is to try to explain it to someone else. If you can teach it clearly, you genuinely know it. If you get stuck, you've found where you still have learning to do. This week we teach — and discover what we actually know.","What is the most important thing you've learned this year? Write it down right now — the core of it, in one or two sentences. Now: is it actually clear? Could someone who doesn't know you understand it from what you've written?","The best way to test whether you actually understand something is to try to explain it to someone else. If you can teach it clearly, you genuinely know it. If you get stuck, you've found where you still have learning to do. This week we teach — and discover what we actually know.",https://www.youtube.com/watch?v=FLbqzbAaEiI,YouTube: Search 'Feynman technique explained simply' or 'learning by teaching protégé effect teen' for accessible content. Runtime ~8–10 min.,,,,What do you know now that you wish someone had told you?,"TEACH IT: Choose one insight from this year. Write it in two versions: Version 1 — explain it as if to your best friend (conversational, honest, from your own experience). Version 2 — explain it as if to a younger kid who's going through something you've been through. Notice where it's easy and where you get stuck. The stuck places are the learning edges. Share: your Version 1 explanation — and one place it got stuck.","Write a 'what I know now' letter — one page, honest, from your own experience this year. Keep it. It will matter to someone someday.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Share one thing you've learned with one person today. From your experience, not from a textbook. Notice what lands.",Ask a younger person or a peer: 'Can I share something I've been learning this year?' Then share it. Notice their response.,Bring back: what did you discover about your own understanding when you tried to teach it?,,,I know this year's work fully enough to give it away. Teaching is how I complete the learning.,Build in time in the session for actual peer explanation attempts — not just writing. The experience of explaining something to another person in the room and feeling where it lands and where it doesn't is irreplaceable. Celebrate the stumbles as much as the clarity.,,,,
42,4,Live It,Live It,Teen,The Courage to Be Seen,Closing the Gap,"Being properly seen, and what's on the other side of the fear",What's true about you that you've never let anyone see?,Masks and being seen,3 of 3,"10, 22",Standard,,,Here's the thing about being seen: you cannot be genuinely connected to people who only know your performance. Genuine connection requires genuine presence. And genuine presence requires courage. The courage to let people see who you actually are.,Here's the thing about being seen: you cannot be genuinely connected to people who only know your performance. Genuine connection requires genuine presence. And genuine presence requires courage.,,,Turning your camera on in the meeting is scary for two seconds and connecting for the rest. Today: show up 'camera-on' in one place you usually hide.,Turning your camera on in the meeting is scary for two seconds and connecting for the rest. Today: show up 'camera-on' in one place you usually hide.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

All this inner work — all the honesty and growth and becoming — only matters when it shows up in how you actually live. Phase 4 is about the courage to be genuinely seen: to show up as who you've actually become, not the managed version, not the performance. Today we practise that.",Think of the gap between who you are privately — who you know yourself to be from this year's work — and who you present publicly in your main social group. How big is that gap? What are you hiding or managing?,"All this inner work — all the honesty and growth and becoming — only matters when it shows up in how you actually live. Phase 4 is about the courage to be genuinely seen: to show up as who you've actually become, not the managed version, not the performance. Today we practise that.",https://www.youtube.com/watch?v=iCvmsMzlF7o,TED Talk: Brené Brown on vulnerability and genuine connection — directly relevant to this session. Runtime ~20 min. Can show in clips.,,,,What's true about you that you've never let anyone see?,VISIBILITY AUDIT: In which relationships are you most genuinely yourself? In which are you most performing? What specifically are you hiding in the performing relationships — and why? What is the cost of maintaining the performance? What would one step toward genuine visibility look like in your most performing relationship? Share: one thing you want to stop hiding.,Write: 'What I want people to actually know about me is...' and 'What I'm ready to stop hiding is...' You don't have to share this — but write it as a genuine statement.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","In one interaction today, drop one managed performance. Let something real show. Notice what happens.",Tell one trusted person something genuine about yourself that you usually manage or hide. Notice their response.,Bring back: what happened when you let yourself be a little more genuinely seen?,,,I show up as who I actually am. That is the only way to be genuinely connected.,The belonging vs. fitting in distinction (Brené Brown) is one of the most resonant concepts for this age group — name it explicitly. The gap between private self and public self is often largest in adolescence. Validate the difficulty while reinforcing the reward: genuine connection is only possible through genuine presence.,,,YES,
43,4,Live It,Live It,Teen,Living Your Values Under Pressure,The Pressure Test,What holds when it costs you something,When did you last go against what you believe because of pressure?,Emotions as data,3 of 3,"8, 24",Standard,,,Here's the truth about values: everyone has them in good times. The people who genuinely live their values are the ones who practise holding them when it's uncomfortable. Not perfectly. Just consistently. That consistency is what builds real character.,Here's the truth about values: everyone has them in good times. The people who genuinely live their values are the ones who practise holding them when it's uncomfortable.,,,"Your values are only real in the storm, not the sunshine — like a compass that has to work when the sky goes dark. Today: name one value you'll hold even when it costs you.","Your values are only real in the storm, not the sunshine — like a compass that has to work when the sky goes dark.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Values are easy when everything is fine. The real test is whether they hold when something costs you — when your friends expect something different, when it's easier to compromise, when the pressure to go along is strong. This week we practise holding our values when it actually matters.","Think of a time this year when you compromised something you said mattered to you — when you went along with something that felt wrong, or didn't speak up when you should have. What happened? What made it hard to hold?","Values are easy when everything is fine. The real test is whether they hold when something costs you — when your friends expect something different, when it's easier to compromise, when the pressure to go along is strong. This week we practise holding our values when it actually matters.",https://www.youtube.com/watch?v=jHeeHg_MXNE,YouTube: Search 'peer pressure and values teen psychology research' or 'standing up for your values under pressure' for accessible content. Runtime ~10–15 min.,,,,When did you last go against what you believe because of pressure?,"PRESSURE SCENARIOS: For each of your top three values, write: One recent moment you held this value under pressure — what happened? One recent moment you compromised it — what happened honestly? One likely upcoming scenario where this value will be tested. Pre-decide now: what will you specifically do or say? Make it concrete. Share: one pre-decision you've made for an upcoming pressure test.",Write your pre-decisions for your top three values under their most likely pressure scenarios. Keep it somewhere you'll see it.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","Today, notice once when a value is under even mild pressure. Hold it — even imperfectly. Notice what it feels like to choose it anyway.",Tell one trusted person one of your pre-decisions. Ask them to hold you to it.,Bring back: did a value come under pressure this week? What happened? Did having pre-decided help?,,,My values are mine — I hold them under pressure. Not perfectly. Consistently.,The pre-decision technique is essential to teach explicitly — many teens have never heard of it. The neuroscience of peer pressure (social threat system) is important to name because it de-shames the difficulty. This session should reference Week 28 values explicitly.,,,,
44,4,Live It,Live It,Teen,Conflict as a Growth Practice,"Needs, Not Positions",Staying in an argument instead of walking away from it,"What argument have you been avoiding, and what are you protecting?",Seeing others,2 of 3,"11, 48",Standard,,,"There is an ancient practice: before you argue about what you want, name what you need. Not the position — the underlying need. When two people can hear each other's needs — really hear them — most conflicts turn out to be much more solvable than they looked.","There is an ancient practice: before you argue about what you want, name what you need. Not the position — the underlying need.",,,'You always…' starts a fight; 'I feel… I need…' starts a conversation. Today: rewrite one hard message in the second language.,'You always…' starts a fight; 'I feel… I need…' starts a conversation. Today: rewrite one hard message in the second language.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Most people treat conflict as something to avoid or win. Both miss the point. Conflict — handled honestly — is one of the fastest routes to genuine understanding, better relationships, and knowing yourself more clearly. This week we learn how to actually engage conflict rather than manage around it.","Think of a current conflict or tension in your life — with a friend, family member, anyone. What are you arguing about at the surface level? Now go deeper: what do you actually need that you're not getting? What do you think they need?","Most people treat conflict as something to avoid or win. Both miss the point. Conflict — handled honestly — is one of the fastest routes to genuine understanding, better relationships, and knowing yourself more clearly. This week we learn how to actually engage conflict rather than manage around it.",https://www.youtube.com/watch?v=l7ToNudVd2I,YouTube: Search 'Nonviolent Communication explained simply teen' or 'how to handle conflict constructively teen psychology' for accessible content. Runtime ~10–15 min.,,,,"What argument have you been avoiding, and what are you protecting?","CONFLICT REFRAME: Think of a current conflict. Write: What is the surface argument — what are you fighting about? What do you actually NEED underneath the argument — autonomy, respect, to be heard, safety, fairness? What do you think THEY need underneath it? Now: is there any way both needs could be met — not perfectly, but genuinely? Write a request (specific, actionable, positive — 'I need you to...' not 'stop doing...'). Share: the need underneath your position — not the conflict details.","Write the conversation you want to have — starting with your need, not your position. What would change if you began there?","Given what you noticed today, what is one thing you will do differently before next Sunday?","In one difficult interaction today, try naming what you actually need rather than what you want the other person to do. Notice what changes.",Have one difficult conversation you've been avoiding. Start with your need. See what happens.,Bring back: what happened when you named the need instead of the position?,,,"I bring my genuine self to conflict — with honesty, with curiosity, and with care for both our needs.","The needs vs. positions reframe is genuinely transformative for teens — many have never had this framework. The exercise of identifying your own need and guessing the other person's need is powerful done in pairs. Acknowledge that not all conflicts resolve — some needs are genuinely incompatible. The goal is honest engagement, not guaranteed resolution.",,,,
45,4,Live It,Live It,Teen,Generosity as a Way of Being,Open Hands,Giving in a way that doesn't drain you,What do you give that costs you nothing and means a lot to someone?,Forgiveness,3 of 3,"16, 17",Standard,,,"An open hand can give AND receive. A closed fist can do neither. Generosity is the practice of keeping your hands open — not because you have unlimited resources, but because openness is a better orientation than protection.",An open hand can give AND receive. A closed fist can do neither.,,,"Some gifts — encouragement, time, attention — cost nothing and still glow in your own hands after you give them. Today: give one non-money gift by Sunday.","Some gifts — encouragement, time, attention — cost nothing and still glow in your own hands after you give them. Today: give one non-money gift by Sunday.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Generosity isn't about grand gestures or having a lot to give. It is a way of being in the world — of arriving at every encounter asking 'what can I offer?' rather than 'what will I get?' It's one of the most powerful orientations available. And research shows it makes the generous person happier, not just the recipient.","On a normal day, what percentage of your interactions are 'what can I get?' and what percentage are 'what can I give?' Be honest — not what you aspire to, but what you actually notice.","Generosity isn't about grand gestures or having a lot to give. It is a way of being in the world — of arriving at every encounter asking 'what can I offer?' rather than 'what will I get?' It's one of the most powerful orientations available. And research shows it makes the generous person happier, not just the recipient.",https://www.youtube.com/watch?v=M7SBFnFvPeY,"YouTube: 'Are You a Giver or a Taker?' by Adam Grant — accessible, evidence-based, highly engaging for teens. Runtime ~13 min.",,,,What do you give that costs you nothing and means a lot to someone?,"GENEROSITY INVENTORY: In what ways are you already generous — with time, attention, honesty, encouragement, skills? What has this generosity cost you? In what ways are you habitually withholding — and what is driving that withholding? Design one deliberate act of generosity this week that costs you something real and is given freely, without expectation. Share: one form of generosity you're committing to practise.","Write your generosity commitment — not a list of acts, but a description of the quality of presence you want to practise.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Make one genuinely generous act today — something that costs you real time or attention, given freely.",Tell one person something specific and genuine that you appreciate about them. Give it as a genuine gift.,Bring back: what happened when you gave generously? What did you notice?,,,I give freely from what I've built. Generosity is my way of being in the world.,"The Adam Grant research genuinely shifts perspectives — share it clearly. The distinction between otherish giving and self-erasing matters particularly for teens who have people-pleasing patterns. The forms of generosity available to teens (presence, honesty, encouragement, showing up) should be named explicitly and celebrated.",,,,
46,4,Live It,Live It,Teen,Enough — Living From Sufficiency,Starting From Here,Noticing what's already good,What's already enough that you keep treating like it isn't?,Enough,3 of 3,"6, 20",Standard,,,There's an old idea: 'Enough is a feast.' Not in the sense of having everything — in the sense of being fully present to what is already here. Today we practise that presence.,There's an old idea: 'Enough is a feast.' Not in the sense of having everything — in the sense of being fully present to what is already here.,,,The 'add to cart' feeling is a treadmill — one more thing never becomes enough. Today: name three things you already have that are genuinely enough.,The 'add to cart' feeling is a treadmill — one more thing never becomes enough. Today: name three things you already have that are genuinely enough.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

There is always going to be someone with more followers, better grades, more opportunities, a better body, more popularity. The 'more' game never ends. This week we practise something radical: deciding that what you have right now is enough to start from. Not to stop growing — but to stop waiting.","What condition are you waiting for before you'll feel like you have enough — enough confidence, enough success, enough followers, enough of whatever it is? Now honestly: will that condition, when met, actually feel like enough? Or will the threshold move?","There is always going to be someone with more followers, better grades, more opportunities, a better body, more popularity. The 'more' game never ends. This week we practise something radical: deciding that what you have right now is enough to start from. Not to stop growing — but to stop waiting.",https://www.youtube.com/watch?v=oHGKTZSe_k4,YouTube: Search 'arrival fallacy Tal Ben-Shahar happiness research' or 'gratitude practice research teen wellbeing' for accessible content. Runtime ~10–15 min.,,,,What's already enough that you keep treating like it isn't?,ENOUGH AUDIT: Write honestly: What conditions are you waiting for before you feel like you have enough? For each condition: Is the threshold fixed — or will it move when you meet it? What would you do differently today if you genuinely believed you already had enough to start? Design one daily sufficiency practice — one specific moment where you deliberately notice what is already enough. Share: one thing that is genuinely enough that you've been treating as insufficient.,"Write your personal sufficiency statement. One sentence. Honest, specific, yours. Say it to yourself when you wake up for the next seven days.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Say your sufficiency statement tomorrow morning. Notice what it does to the start of the day.,"Tell one person one genuine thing you recognise as enough — not a gratitude performance, but a real acknowledgment.",Bring back: what happened when you practised the sufficiency statement for one week?,,,I have enough to begin from. I stop waiting and start living from what is already here.,This session explicitly builds on and extends Week 20 (scarcity) and Weeks 5–6 (comparison loop). Reference both. The arrival fallacy concept is highly resonant for achievement-focused teens. The daily sufficiency statement is the most practically powerful take-home of this session.,,,,
47,4,Live It,Live It,Teen,The Long Game — Patience and Persistence,Compound Interest for a Person,Progress you can't see yet,What are you working at that hasn't shown yet?,Habits and structure,4 of 4,"12, 29, 33",Standard,,,There's an old idea: 'The best time to plant a tree was twenty years ago. The second best time is today.' The long game is not about when you started. It is about whether you keep going. Today we decide to keep going.,There's an old idea: 'The best time to plant a tree was twenty years ago.,,,"A seed spends weeks looking like nothing while it grows roots — don't dig it up to check. Today: recommit to one slow, unglamorous thing that's still growing underground.",A seed spends weeks looking like nothing while it grows roots — don't dig it up to check.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

We live in an instant culture — instant feedback, instant results, instant gratification. But the most important things in life — character, genuine skill, deep relationships, real wisdom — all take time. This week we practise the orientation of the long game: trusting the process even when you can't see the results yet.","Think of someone you admire — someone who has genuinely developed a character quality, skill, or wisdom that you respect. How long do you think it took them to develop it? And what does that tell you about where you are right now?","We live in an instant culture — instant feedback, instant results, instant gratification. But the most important things in life — character, genuine skill, deep relationships, real wisdom — all take time. This week we practise the orientation of the long game: trusting the process even when you can't see the results yet.",https://www.youtube.com/watch?v=TQMbvJNRpLE,YouTube: Angela Duckworth 'Grit: The Power of Passion and Perseverance' TED Talk — one of the most important short talks for teens on long-game thinking. Runtime ~6 min.,,,,What are you working at that hasn't shown yet?,"LONG GAME LETTER: Write a letter to yourself to be opened in three years. Not a goals list — a genuine letter from who you are now to who you will be then. What are you trusting the long game with? What do you commit to showing up for consistently, even without immediate feedback? What do you want your future self to know you chose today? Share: one thing you are playing the long game with.","Write your long-game direction — not goals, but the quality of person and life you are building toward over years.","Given what you noticed today, what is one thing you will do differently before next Sunday?","Today, show up for one long-game practice — not because you can see results, but as a deliberate vote for who you're becoming.",Tell one person what long game you're playing. Ask them what theirs is.,Bring back: what happened when you showed up for your long game practice without expecting immediate results?,,,I am building something that takes time. I show up consistently. The direction is right.,Angela Duckworth's talk is genuinely short and worth showing in the session if possible. The three-year letter exercise is emotionally powerful — encourage teens to actually seal and keep it. The compound interest framing (1% better every day) resonates strongly with this age group.,,,,
48,4,Live It,Live It,Teen,Leaving People Better Than You Found Them,One Question,Small moments that go further than you think,Who left you better than they found you?,Seeing others,3 of 3,"11, 44",Standard,,,"There's a question worth carrying: 'Will this person be slightly better for having encountered me today?' Not dramatically better — just slightly. That question, asked consistently, changes how you show up to everything.",There's a question worth carrying: 'Will this person be slightly better for having encountered me today?' Not dramatically better — just slightly.,,,"You leave a 'tip' in every interaction — a little brighter or a little dimmer. Today: leave one person brighter, on purpose.","You leave a 'tip' in every interaction — a little brighter or a little dimmer. Today: leave one person brighter, on purpose.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Here is one of the simplest and most powerful practices available to you: leave people slightly better than you found them. Not dramatically — not fixing or saving anyone. Just: they feel slightly more seen, more valued, more capable of being themselves after being with you. That is one of the most significant things a person can do.",Think of someone who consistently left you better — who made you feel more seen and more capable. What specifically did they do? Was it dramatic — or was it small and consistent?,"Here is one of the simplest and most powerful practices available to you: leave people slightly better than you found them. Not dramatically — not fixing or saving anyone. Just: they feel slightly more seen, more valued, more capable of being themselves after being with you. That is one of the most significant things a person can do.",https://www.youtube.com/watch?v=cDDWvj_q-o8,YouTube: Search 'the power of being seen relationships research' or 'micro-affirmations leaving people better YouTube' for accessible content. Runtime ~8–10 min.,,,,Who left you better than they found you?,"LEAVING BETTER AUDIT: Think of the five people you interact with most. After typical encounters with you, do they leave feeling more or less like themselves? More or less seen? What one specific change would make you more reliably leave them better — a quality of attention, an honest word, showing up differently? Design one leaving-better practice for your most important relationship. Share: one specific thing you will do to leave someone better this week.",Write the one question you want to carry: 'Will this person be slightly better for having encountered me?' Write how you will practise answering yes.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","In one interaction today, orient entirely toward leaving the other person better. Notice what changes — in them and in you.","Give one person your full, undivided attention for ten minutes. No agenda. Just genuine reception.",Bring back: what happened when you deliberately left someone better?,,,Every encounter is an opportunity to leave someone slightly more themselves. I take it.,This session should feel both inspiring and immediately actionable. Build in the ten-minute undivided attention practice as a committed exercise for the week — not optional. The 'will they be slightly better' question is genuinely transformative when carried daily.,,,,
49,4,Live It,Live It,Teen,Your Legacy — What You're Building Beyond Yourself,What Do You Want Them to Say?,The part of you that carries on past you,What do you want to be true because you were here?,Stories and identity,5 of 5,"2, 5, 25, 27",Standard,,,There's an old question: 'What do you want people to say about you when you're not in the room?' Not in terms of reputation — but in terms of how you made them feel. That question is the beginning of legacy. Today we answer it.,There's an old question: 'What do you want people to say about you when you're not in the room?' Not in terms of reputation — but in terms…,,,Drop a stone in a pond and the ripples reach edges you'll never see. Today: name one mark you want rippling out from how you live.,Drop a stone in a pond and the ripples reach edges you'll never see. Today: name one mark you want rippling out from how you live.,,,"DRAFT — rewrite from the video transcript once the video is chosen.

Legacy sounds like something old people think about. It isn't. Legacy is what you're building right now — through how you treat people, what you model, what you stand for, what you create. At 16 or 17 or 18, you are already leaving something in the world. Today we think about what that is — and whether it's what you'd choose.",What do your closest friends and family members most reliably experience when they're around you? What do you add to a room — and what do you take from it? Be honest.,"Legacy sounds like something old people think about. It isn't. Legacy is what you're building right now — through how you treat people, what you model, what you stand for, what you create. At 16 or 17 or 18, you are already leaving something in the world. Today we think about what that is — and whether it's what you'd choose.",https://www.youtube.com/watch?v=qp0HIF3SfI4,YouTube: Search 'legacy consciousness teen purpose research' or 'what is legacy young people' for accessible content. Also: search 'how teens influence others role modelling research.' Runtime ~10 min.,,,,What do you want to be true because you were here?,"LEGACY AUDIT: Write honestly: What are you currently adding to the lives of the people closest to you? What are you modelling — in how you treat conflict, how you handle difficulty, how you treat people who are different from you, how you pursue what matters? Is that what you'd choose to model? What would you change? Design your current legacy intention — not a grand plan, but a specific quality of presence you want to be known for. Share: what you want to be building right now.","Write: 'The legacy I am building right now is...' — not what you hope for eventually, but what you are actively creating through how you currently live.","Given what you noticed today, what is one thing you will do differently before next Sunday?",Make one choice today that is explicitly oriented toward the legacy you want to build.,Tell one person what you want to be building — and ask them to notice when you're doing it.,Bring back: what happened when you oriented toward legacy in an ordinary moment?,,,"I am building something beyond myself — right now, in how I live. That is my legacy in progress.",The reframe from future-legacy to present-legacy is powerful for teens who find the concept abstract. The question 'what is someone who looks up to you learning from how you live right now?' tends to land immediately and specifically.,,,,
50,4,Live It,Live It,Teen,"Gratitude as a Practice, Not a Feeling",Training the Noticing Muscle,"Noticing specific good things, on purpose",What's good right now that you'd stopped noticing?,Signal and attention,3 of 4,"1, 34, 51",Standard,,,"Here's what the research actually shows: specific, consistent gratitude practice produces better sleep, lower anxiety, better relationships, and measurably different brain activity. Not as a cure for everything — as a reliable, evidence-based practice for wellbeing. It's worth doing.","Here's what the research actually shows: specific, consistent gratitude practice produces better sleep, lower anxiety, better relationships, and measurably different brain activity.",,,"Gratitude is a camera — the more you practise pointing it, the more good it finds in frame. Today: capture three specific good moments in words, not generic ones.","Gratitude is a camera — the more you practise pointing it, the more good it finds in frame.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Gratitude is not a feeling you get when good things happen. It is a deliberate practice — choosing to notice and name what is already present and valuable, even when things aren't perfect. And the research on what it does to your brain and your life is extraordinary. This week we make it a daily practice.","When was the last time you felt genuine gratitude — not performed, not obligatory, but actually felt? What specifically were you grateful for? And how often do you actually practise noticing that?","Gratitude is not a feeling you get when good things happen. It is a deliberate practice — choosing to notice and name what is already present and valuable, even when things aren't perfect. And the research on what it does to your brain and your life is extraordinary. This week we make it a daily practice.",https://www.youtube.com/watch?v=WPPPFqsECz0,YouTube: Robert Emmons on gratitude research — search 'Robert Emmons gratitude research talk.' Also: search 'gratitude and brain health teen research' for age-specific content. Runtime ~10–15 min.,,,,What's good right now that you'd stopped noticing?,"GRATITUDE PRACTICE DESIGN: Design a genuine daily gratitude practice — specific format, specific time, specific level of depth. This week: three things each day, but each one specific enough that it couldn't have been written yesterday (what happened today that you're grateful for, exactly why, and what it actually felt like). Share: one specific example of your practice — not 'my family' but the specific moment.",Write your gratitude practice design. Commit to practising it every day for the rest of the year.,"Given what you noticed today, what is one thing you will do differently before next Sunday?",Practise daily specific gratitude every day this week. Don't miss a day. Notice what compounds.,Express specific gratitude to one person every day this week — tell them exactly what you appreciate and why.,Bring back: what happened when you practised specific gratitude consistently? What compounded?,,,"Gratitude is my daily practice. Specific, felt, genuine. I train my attention on what is real and good.",The specificity principle is the most important practical point of this session — spend time on it. The daily practice without missing a day is a deliberate challenge — the research shows that consistency matters more than depth. Expressed gratitude (telling someone specifically) is the highest-impact exercise.,,,,
51,4,Live It,Live It,Teen,The Ongoing Practice — There Is No Arrival,The Journey Is the Point,"There's no finish line, and that's fine",What will you keep doing after this year?,Signal and attention,4 of 4,"1, 34, 50",Standard,,,"Here's what the year has taught you: not a formula for being sorted, but a set of practices for being genuinely alive. Those practices don't end at Week 52. They go with you. They deepen. They become who you are.","Here's what the year has taught you: not a formula for being sorted, but a set of practices for being genuinely alive.",,,"There's no 'finish line' notification for growth — the walk is the point. Today: name the one practice you'll keep for life, arrival or not.","There's no 'finish line' notification for growth — the walk is the point. Today: name the one practice you'll keep for life, arrival or not.",,,"DRAFT — rewrite from the video transcript once the video is chosen.

Here's a truth that sounds discouraging at first but becomes liberating: you're never going to be 'finished.' There's no point where you'll have it all together, have figured everything out, or be done growing. And that's actually the best news there is — because it means the journey is the point, not the destination.",What has shifted in how you think about personal growth over the course of this year? Do you still think of it as something you finish — or has your relationship with the ongoing nature of it changed?,"Here's a truth that sounds discouraging at first but becomes liberating: you're never going to be 'finished.' There's no point where you'll have it all together, have figured everything out, or be done growing. And that's actually the best news there is — because it means the journey is the point, not the destination.",https://www.youtube.com/watch?v=sPOuCd6cBao,YouTube: 'This Is Water' by David Foster Wallace — the most important short piece of content of the year. Runtime ~9 min.,,,,What will you keep doing after this year?,"PRACTICE OWNERSHIP: In your journal, from each phase of the year: What do you want to keep practising from Phase 1 (seeing)? What is still releasing from Phase 2 (unlearning)? What do you want to build more of from Phase 3 (rebuilding)? What orientations from Phase 4 (living) do you want to carry forward? Design your post-Mindcast LIVE ongoing practice — the simplest sustainable version of this year's work that you can maintain as simply yours. Share: your ongoing practice design.",Write your ongoing practice — the sustainable version of this year's work that you will maintain because it is genuinely yours.,"Given what you noticed today, what is one thing you will do differently before next Sunday?","Own one practice this week — do it not as part of the programme, but as yours. No external structure. Just you and the practice.",Tell one person that you're not trying to finish the journey — you're choosing to live it. Share what that looks like for you.,Bring back: what did it feel like to own the practice as genuinely yours?,,,I am not finishing. I am continuing. The practice is the point — and it is mine.,"This session needs to be held carefully — there may be both relief and grief at the idea that the structured year is ending. The gift of this session is the reframe: you're not losing the structure, you're owning the practice. The ongoing practice design is the most important output.",,,,
